system:index,.geo,Latitude,Longitude,Predicted_LST
5791,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41995528891478,13.037698876068676]}",13.037699,77.419955,34.6242
5792,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.44690474743837,13.037698876068676]}",13.037699,77.446905,35.670834
5793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45858284613192,13.037698876068676]}",13.037699,77.458583,34.634014
5794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.46397273783664,13.037698876068676]}",13.037699,77.463973,35.36686
5795,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4711592601096,13.037698876068676]}",13.037699,77.471159,39.94115
5796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48732893522374,13.037698876068676]}",13.037699,77.487329,34.864857
5797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49541377278082,13.037698876068676]}",13.037699,77.495414,33.514412
5798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5178716548838,13.037698876068676]}",13.037699,77.517872,33.890667
5799,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.52865143829325,13.037698876068676]}",13.037699,77.528651,33.557686
5800,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.53493964528208,13.037698876068676]}",13.037699,77.53494,32.481277
5801,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.53763459113445,13.037698876068676]}",13.037699,77.537635,31.404734
5802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55290595096447,13.037698876068676]}",13.037699,77.552906,32.69696
5803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.58704193176102,13.037698876068676]}",13.037699,77.587042,31.942123
5804,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5906351928975,13.037698876068676]}",13.037699,77.590635,33.30317
5805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61578802085285,13.037698876068676]}",13.037699,77.615788,32.69368
5806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6274661195464,13.037698876068676]}",13.037699,77.627466,31.109917
5807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65261894750174,13.037698876068676]}",13.037699,77.652619,33.461533
5808,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6553138933541,13.037698876068676]}",13.037699,77.655314,33.05232
5809,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6598054697747,13.037698876068676]}",13.037699,77.659805,29.23427
5810,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67238188375237,13.037698876068676]}",13.037699,77.672382,36.632168
5811,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69753471170772,13.037698876068676]}",13.037699,77.697535,32.718754
5812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71639933267423,13.037698876068676]}",13.037699,77.716399,34.36615
5813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73616226892486,13.037698876068676]}",13.037699,77.736162,34.06632
5814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77299319557376,13.037698876068676]}",13.037699,77.772993,35.900806
5815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77838308727847,13.037698876068676]}",13.037699,77.778383,35.10466
5816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7981460235291,13.037698876068676]}",13.037699,77.798146,36.95972
5817,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42175191948303,13.038597191352796]}",13.038597,77.421752,39.323715
5818,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42444686533538,13.038597191352796]}",13.038597,77.424447,37.08493
5819,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42893844175597,13.038597191352796]}",13.038597,77.428938,40.63138
5820,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43343001817658,13.038597191352796]}",13.038597,77.43343,38.691067
5821,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4343283334607,13.038597191352796]}",13.038597,77.434328,39.44797
5822,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.46037947670017,13.038597191352796]}",13.038597,77.460379,36.344074
5823,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.46936262954137,13.038597191352796]}",13.038597,77.469363,38.47802
5824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48463398937139,13.038597191352796]}",13.038597,77.484634,34.539036
5825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48732893522374,13.038597191352796]}",13.038597,77.487329,34.470978
5826,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50260029505378,13.038597191352796]}",13.038597,77.5026,32.557594
5827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.51517670903145,13.038597191352796]}",13.038597,77.515177,34.521896
5828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.51607502431557,13.038597191352796]}",13.038597,77.516075,34.004837
5829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5313463841456,13.038597191352796]}",13.038597,77.531346,33.8815
5830,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.53224469942973,13.038597191352796]}",13.038597,77.532245,32.836147
5831,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.53853290641857,13.038597191352796]}",13.038597,77.538533,31.41713
5832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5582958426692,13.038597191352796]}",13.038597,77.558296,33.685894
5833,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.58524530119277,13.038597191352796]}",13.038597,77.585245,35.70759
5834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.60590655272753,13.038597191352796]}",13.038597,77.605907,33.653133
5835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.609499813864,13.038597191352796]}",13.038597,77.6095,33.497543
5836,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64633074051291,13.038597191352796]}",13.038597,77.646331,33.739876
5837,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67328019903648,13.038597191352796]}",13.038597,77.67328,35.52769
5838,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69843302699184,13.038597191352796]}",13.038597,77.698433,33.178318
5839,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70022965756007,13.038597191352796]}",13.038597,77.70023,33.202118
5840,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70741617983303,13.038597191352796]}",13.038597,77.707416,34.38815
5841,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7110094409695,13.038597191352796]}",13.038597,77.711009,34.828754
5842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71190775625362,13.038597191352796]}",13.038597,77.711908,34.668518
5843,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76670498858492,13.038597191352796]}",13.038597,77.766705,37.04582
5844,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77029824972139,13.038597191352796]}",13.038597,77.770298,35.24812
5845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77568814142612,13.038597191352796]}",13.038597,77.775688,35.143288
5846,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.78107803313083,13.038597191352796]}",13.038597,77.781078,36.323322
5847,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.78467129426731,13.038597191352796]}",13.038597,77.784671,33.72057
5848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40288729851652,13.039495506636914]}",13.039496,77.402887,33.26934
5849,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.44151485573366,13.039495506636914]}",13.039496,77.441515,35.474712
5850,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4621761072684,13.039495506636914]}",13.039496,77.462176,34.45198
5851,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4711592601096,13.039495506636914]}",13.039496,77.471159,41.154488
5852,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49361714221259,13.039495506636914]}",13.039496,77.493617,33.78417
5853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.53673627585032,13.039495506636914]}",13.039496,77.536736,31.005978
5854,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5403295369868,13.039495506636914]}",13.039496,77.54033,32.02211
5855,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.54212616755504,13.039495506636914]}",13.039496,77.542126,31.55623
5856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.549312689828,13.039495506636914]}",13.039496,77.549313,33.951077
5857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56458404965802,13.039495506636914]}",13.039496,77.564584,31.336117
5858,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6328560112511,13.039495506636914]}",13.039496,77.632856,31.086145
5859,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63824590295583,13.039495506636914]}",13.039496,77.638246,31.784662
5860,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64992400164938,13.039495506636914]}",13.039496,77.649924,32.18168
5861,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6553138933541,13.039495506636914]}",13.039496,77.655314,33.21964
5862,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75502688989137,13.039495506636914]}",13.039496,77.755027,33.920494
5863,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76850161915316,13.039495506636914]}",13.039496,77.768502,34.54646
5864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77119656500551,13.039495506636914]}",13.039496,77.771197,34.219196
5865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77838308727847,13.039495506636914]}",13.039496,77.778383,33.878296
5866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77928140256259,13.039495506636914]}",13.039496,77.779281,34.55099
5867,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41276876664183,13.040393821921034]}",13.040394,77.412769,36.934757
5868,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42893844175597,13.040393821921034]}",13.040394,77.428938,38.359463
5869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45049800857485,13.040393821921034]}",13.040394,77.450498,34.63579
5870,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.46756599897311,13.040393821921034]}",13.040394,77.467566,35.994843
5871,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48553230465551,13.040393821921034]}",13.040394,77.485532,34.53107
5872,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49002388107611,13.040393821921034]}",13.040394,77.490024,34.366653
5873,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50260029505378,13.040393821921034]}",13.040394,77.5026,32.998558
5874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.52415986187265,13.040393821921034]}",13.040394,77.52416,35.557884
5875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56009247323743,13.040393821921034]}",13.040394,77.560092,31.8234
5876,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.58434698590865,13.040393821921034]}",13.040394,77.584347,35.951
5877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61219475971636,13.040393821921034]}",13.040394,77.612195,32.619846
5878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65261894750174,13.040393821921034]}",13.040394,77.652619,32.090218
5879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.66789030733177,13.040393821921034]}",13.040394,77.66789,33.67163
5880,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72358585494719,13.040393821921034]}",13.040394,77.723586,32.174137
5881,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76221341216433,13.040393821921034]}",13.040394,77.762213,34.861176
5882,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40648055965299,13.041292137205154]}",13.041292,77.406481,37.65435
5883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41456539721007,13.041292137205154]}",13.041292,77.414565,37.97691
5884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4253451806195,13.041292137205154]}",13.041292,77.425345,37.370064
5885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5034986103379,13.041292137205154]}",13.041292,77.503499,32.94542
5886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.51876997016794,13.041292137205154]}",13.041292,77.51877,34.8383
5887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.53673627585032,13.041292137205154]}",13.041292,77.536736,34.04174
5888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56278741908979,13.041292137205154]}",13.041292,77.562787,32.63036
5889,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6139913902846,13.041292137205154]}",13.041292,77.613991,33.618942
5890,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62387285840991,13.041292137205154]}",13.041292,77.623873,33.25862
5891,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62926275011463,13.041292137205154]}",13.041292,77.629263,30.681599
5892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64004253352407,13.041292137205154]}",13.041292,77.640043,30.57341
5893,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6831616671618,13.041292137205154]}",13.041292,77.683162,32.411476
5894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74334879119782,13.041292137205154]}",13.041292,77.743349,34.53103
5895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74963699818665,13.041292137205154]}",13.041292,77.749637,36.72139
5896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75592520517549,13.041292137205154]}",13.041292,77.755925,35.237934
5897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7658066733008,13.041292137205154]}",13.041292,77.765807,34.474857
5898,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7837729789832,13.041292137205154]}",13.041292,77.783773,37.2159
5899,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.78736624011967,13.041292137205154]}",13.041292,77.787366,35.859337
5900,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47295589067784,13.042190452489274]}",13.04219,77.472956,38.46641
5901,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47924409766668,13.042190452489274]}",13.04219,77.479244,35.878757
5902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48732893522374,13.042190452489274]}",13.04219,77.487329,36.679466
5903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.526854807725,13.042190452489274]}",13.04219,77.526855,35.723724
5904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.53224469942973,13.042190452489274]}",13.04219,77.532245,33.723488
5905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.54751605925976,13.042190452489274]}",13.04219,77.547516,33.37421
5906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61039812914812,13.042190452489274]}",13.04219,77.610398,32.769047
5907,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62207622784167,13.042190452489274]}",13.04219,77.622076,31.224327
5908,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63016106539875,13.042190452489274]}",13.04219,77.630161,31.541359
5909,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63105938068287,13.042190452489274]}",13.04219,77.631059,31.138859
5910,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64633074051291,13.042190452489274]}",13.04219,77.646331,32.05058
5911,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64992400164938,13.042190452489274]}",13.04219,77.649924,33.715603
5912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65261894750174,13.042190452489274]}",13.04219,77.652619,33.35308
5913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.66699199204766,13.042190452489274]}",13.04219,77.666992,33.09136
5914,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67956840602533,13.042190452489274]}",13.04219,77.679568,34.167084
5915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.68226335187768,13.042190452489274]}",13.04219,77.682263,31.5204
5916,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.68405998244593,13.042190452489274]}",13.04219,77.68406,32.07937
5917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69573808113948,13.042190452489274]}",13.04219,77.695738,32.42148
5918,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7199925938107,13.042190452489274]}",13.04219,77.719993,31.1847
5919,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72807743136778,13.042190452489274]}",13.04219,77.728077,34.809193
5920,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73436563835662,13.042190452489274]}",13.04219,77.734366,35.340107
5921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75772183574372,13.042190452489274]}",13.04219,77.757722,34.70681
5922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77838308727847,13.042190452489274]}",13.04219,77.778383,35.1549
5923,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7891628706879,13.042190452489274]}",13.04219,77.789163,33.277702
5924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40378561380064,13.043088767773392]}",13.043089,77.403786,35.413643
5925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41905697363066,13.043088767773392]}",13.043089,77.419057,38.18909
5926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43702327931305,13.043088767773392]}",13.043089,77.437023,36.19251
5927,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43971822516541,13.043088767773392]}",13.043089,77.439718,38.418236
5928,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45139632385897,13.043088767773392]}",13.043089,77.451396,37.234413
5929,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45588790027956,13.043088767773392]}",13.043089,77.455888,41.65932
5930,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4711592601096,13.043088767773392]}",13.043089,77.471159,37.910053
5931,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55470258153271,13.043088767773392]}",13.043089,77.554703,32.76841
5932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5582958426692,13.043088767773392]}",13.043089,77.558296,30.617424
5933,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56817731079451,13.043088767773392]}",13.043089,77.568177,30.41073
5934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63375432653523,13.043088767773392]}",13.043089,77.633754,32.959763
5935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63555095710348,13.043088767773392]}",13.043089,77.635551,33.081135
5936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64902568636526,13.043088767773392]}",13.043089,77.649026,34.068996
5937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71190775625362,13.043088767773392]}",13.043089,77.711908,34.523613
5938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72089090909482,13.043088767773392]}",13.043089,77.720891,33.205376
5939,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72178922437894,13.043088767773392]}",13.043089,77.721789,32.526527
5940,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72987406193602,13.043088767773392]}",13.043089,77.729874,37.086376
5941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76221341216433,13.043088767773392]}",13.043089,77.762213,34.519077
5942,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.78646792483555,13.043088767773392]}",13.043089,77.786468,36.903957
5943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40109066794828,13.043987083057512]}",13.043987,77.401091,35.35141
5944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40558224436887,13.043987083057512]}",13.043987,77.405582,37.96332
5945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42444686533538,13.043987083057512]}",13.043987,77.424447,36.414356
5946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42804012647186,13.043987083057512]}",13.043987,77.42804,37.64946
5947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.44780306272249,13.043987083057512]}",13.043987,77.447803,36.60973
5948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45049800857485,13.043987083057512]}",13.043987,77.450498,37.475094
5949,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45229463914309,13.043987083057512]}",13.043987,77.452295,37.95075
5950,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47654915181431,13.043987083057512]}",13.043987,77.476549,36.348568
5951,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48463398937139,13.043987083057512]}",13.043987,77.484634,33.138798
5952,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50529524090614,13.043987083057512]}",13.043987,77.505295,33.47869
5953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.51876997016794,13.043987083057512]}",13.043987,77.51877,31.532228
5954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55200763568035,13.043987083057512]}",13.043987,77.552008,33.554543
5955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56997394136275,13.043987083057512]}",13.043987,77.569974,31.813215
5956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62027959727344,13.043987083057512]}",13.043987,77.62028,32.5147
5957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64543242522879,13.043987083057512]}",13.043987,77.645432,31.373474
5958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64992400164938,13.043987083057512]}",13.043987,77.649924,34.360233
5959,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6642970461953,13.043987083057512]}",13.043987,77.664297,35.53622
5960,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.66878862261589,13.043987083057512]}",13.043987,77.668789,31.396929
5961,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.68136503659356,13.043987083057512]}",13.043987,77.681365,32.749744
5962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.68405998244593,13.043987083057512]}",13.043987,77.68406,30.86825
5963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69304313528711,13.043987083057512]}",13.043987,77.693043,33.84264
5964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73706058420898,13.043987083057512]}",13.043987,77.737061,34.72288
5965,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74424710648194,13.043987083057512]}",13.043987,77.744247,31.69964
5966,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77119656500551,13.043987083057512]}",13.043987,77.771197,35.323757
5967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41276876664183,13.044885398341632]}",13.044885,77.412769,37.63836
5968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41456539721007,13.044885398341632]}",13.044885,77.414565,38.161243
5969,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47295589067784,13.044885398341632]}",13.044885,77.472956,39.367558
5970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47385420596196,13.044885398341632]}",13.044885,77.473854,38.664654
5971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.53044806886149,13.044885398341632]}",13.044885,77.530448,36.14557
5972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.54302448283916,13.044885398341632]}",13.044885,77.543024,31.301702
5973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55560089681683,13.044885398341632]}",13.044885,77.555601,30.063974
5974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56458404965802,13.044885398341632]}",13.044885,77.564584,32.88377
5975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.57805877891983,13.044885398341632]}",13.044885,77.578059,31.686207
5976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.59961834573869,13.044885398341632]}",13.044885,77.599618,33.767757
5977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6050082374434,13.044885398341632]}",13.044885,77.605008,28.594532
5978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61219475971636,13.044885398341632]}",13.044885,77.612195,31.407494
5979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6831616671618,13.044885398341632]}",13.044885,77.683162,31.552528
5980,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69843302699184,13.044885398341632]}",13.044885,77.698433,35.1809
5981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71550101739011,13.044885398341632]}",13.044885,77.715501,32.86678
5982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72538248551542,13.044885398341632]}",13.044885,77.725382,34.1374
5983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75143362875488,13.044885398341632]}",13.044885,77.751434,35.167217
5984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77209488028964,13.044885398341632]}",13.044885,77.772095,35.823822
5985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.79185781654027,13.044885398341632]}",13.044885,77.791858,37.93331
5986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42714181118774,13.045783713625752]}",13.045784,77.427142,39.290493
5987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43343001817658,13.045783713625752]}",13.045784,77.43343,37.648003
5988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4343283334607,13.045783713625752]}",13.045784,77.434328,37.55999
5989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43702327931305,13.045783713625752]}",13.045784,77.437023,37.037796
5990,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.44241317101778,13.045783713625752]}",13.045784,77.442413,38.292023
5991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.46576936840488,13.045783713625752]}",13.045784,77.465769,36.953976
5992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47295589067784,13.045783713625752]}",13.045784,77.472956,39.44721
5993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50799018675849,13.045783713625752]}",13.045784,77.50799,33.9959
5994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.51068513261086,13.045783713625752]}",13.045784,77.510685,32.98983
5995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.54571942869151,13.045783713625752]}",13.045784,77.545719,32.462933
5996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.57087225664687,13.045783713625752]}",13.045784,77.570872,30.866684
5997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.57985540948806,13.045783713625752]}",13.045784,77.579855,32.96503
5998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6050082374434,13.045783713625752]}",13.045784,77.605008,29.138569
5999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.609499813864,13.045783713625752]}",13.045784,77.6095,25.198835
6000,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62207622784167,13.045783713625752]}",13.045784,77.622076,32.992153
6001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67777177545709,13.045783713625752]}",13.045784,77.677772,34.185337
6002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.692144820003,13.045783713625752]}",13.045784,77.692145,33.49186
6003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69483976585536,13.045783713625752]}",13.045784,77.69484,30.185537
6004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71011112568539,13.045783713625752]}",13.045784,77.710111,31.639336
6005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77299319557376,13.045783713625752]}",13.045784,77.772993,34.942066
6006,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77928140256259,13.045783713625752]}",13.045784,77.779281,37.09292
6007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.78646792483555,13.045783713625752]}",13.045784,77.786468,35.44814
6008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7981460235291,13.045783713625752]}",13.045784,77.798146,38.29305
