system:index,.geo,Latitude,Longitude,Predicted_LST
2641,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65711052392234,12.909239790439583]}",12.90924,77.657111,30.551962
2642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67328019903648,12.909239790439583]}",12.90924,77.67328,34.226307
2643,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6876532435824,12.909239790439583]}",12.90924,77.687653,33.95268
2644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70382291869656,12.909239790439583]}",12.90924,77.703823,33.398888
2645,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72717911608366,12.909239790439583]}",12.90924,77.727179,34.131107
2646,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72987406193602,12.909239790439583]}",12.90924,77.729874,36.627193
2647,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73526395364074,12.909239790439583]}",12.90924,77.735264,34.571896
2648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77748477199435,12.909239790439583]}",12.90924,77.777485,31.07735
2649,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4433114863019,12.910138105723703]}",12.910138,77.443311,36.69141
2650,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.46576936840488,12.910138105723703]}",12.910138,77.465769,40.302975
2651,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.466667683689,12.910138105723703]}",12.910138,77.466668,39.534557
2652,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4711592601096,12.910138105723703]}",12.910138,77.471159,35.835293
2653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47205757539372,12.910138105723703]}",12.910138,77.472058,34.98295
2654,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49900703391731,12.910138105723703]}",12.910138,77.499007,33.87685
2655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50260029505378,12.910138105723703]}",12.910138,77.5026,34.016514
2656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50799018675849,12.910138105723703]}",12.910138,77.50799,32.440968
2657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5313463841456,12.910138105723703]}",12.910138,77.531346,32.44831
2658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56548236494214,12.910138105723703]}",12.910138,77.565482,32.776142
2659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5726688872151,12.910138105723703]}",12.910138,77.572669,32.76464
2660,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63914421823995,12.910138105723703]}",12.910138,77.639144,32.352825
2661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6598054697747,12.910138105723703]}",12.910138,77.659805,31.341616
2662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.66250041562705,12.910138105723703]}",12.910138,77.6625,30.721333
2663,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6642970461953,12.910138105723703]}",12.910138,77.664297,32.39543
2664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67507682960473,12.910138105723703]}",12.910138,77.675077,32.827126
2665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.68136503659356,12.910138105723703]}",12.910138,77.681365,32.616398
2666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70382291869656,12.910138105723703]}",12.910138,77.703823,34.12087
2667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7056195492648,12.910138105723703]}",12.910138,77.70562,33.268555
2668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70831449511715,12.910138105723703]}",12.910138,77.708314,31.474998
2669,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71370438682187,12.910138105723703]}",12.910138,77.713704,33.402725
2670,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71819596324247,12.910138105723703]}",12.910138,77.718196,32.24883
2671,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74065384534545,12.910138105723703]}",12.910138,77.740654,32.812378
2672,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74514542176605,12.910138105723703]}",12.910138,77.745145,35.937416
2673,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75772183574372,12.910138105723703]}",12.910138,77.757722,35.061234
2674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77209488028964,12.910138105723703]}",12.910138,77.772095,36.212414
2675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.78467129426731,12.910138105723703]}",12.910138,77.784671,35.893364
2676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.79904433881322,12.910138105723703]}",12.910138,77.799044,31.501877
2677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4163620277783,12.911036421007823]}",12.911036,77.416362,36.703915
2678,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45319295442721,12.911036421007823]}",12.911036,77.453193,39.16959
2679,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.46397273783664,12.911036421007823]}",12.911036,77.463973,37.289825
2680,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48283735880315,12.911036421007823]}",12.911036,77.482837,34.422478
2681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50619355619025,12.911036421007823]}",12.911036,77.506194,33.207005
2682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.51876997016794,12.911036421007823]}",12.911036,77.51877,33.604164
2683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5313463841456,12.911036421007823]}",12.911036,77.531346,32.389347
2684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.54751605925976,12.911036421007823]}",12.911036,77.547516,32.69957
2685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55649921210095,12.911036421007823]}",12.911036,77.556499,32.58979
2686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64004253352407,12.911036421007823]}",12.911036,77.640043,31.50696
2687,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65800883920646,12.911036421007823]}",12.911036,77.658009,32.98287
2688,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6642970461953,12.911036421007823]}",12.911036,77.664297,32.265083
2689,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.66789030733177,12.911036421007823]}",12.911036,77.66789,32.64926
2690,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70831449511715,12.911036421007823]}",12.911036,77.708314,31.63447
2691,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73706058420898,12.911036421007823]}",12.911036,77.737061,36.547325
2692,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40378561380064,12.911934736291943]}",12.911935,77.403786,35.24425
2693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40558224436887,12.911934736291943]}",12.911935,77.405582,35.339333
2694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43073507232423,12.911934736291943]}",12.911935,77.430735,33.767933
2695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43253170289246,12.911934736291943]}",12.911935,77.432532,31.09692
2696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47834578238255,12.911934736291943]}",12.911935,77.478346,32.954685
2697,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48193904351903,12.911934736291943]}",12.911935,77.481939,34.817554
2698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.54302448283916,12.911934736291943]}",12.911935,77.543024,33.465168
2699,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56188910380567,12.911934736291943]}",12.911935,77.561889,32.996445
2700,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61309307500048,12.911934736291943]}",12.911935,77.613093,30.937738
2701,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64992400164938,12.911934736291943]}",12.911935,77.649924,31.28578
2702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6642970461953,12.911934736291943]}",12.911935,77.664297,32.123165
2703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6786700907412,12.911934736291943]}",12.911935,77.67867,33.586227
2704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73077237722013,12.911934736291943]}",12.911935,77.730772,34.86809
2705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73706058420898,12.911934736291943]}",12.911935,77.737061,36.594494
2706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74334879119782,12.911934736291943]}",12.911935,77.743349,34.91012
2707,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7613150968802,12.911934736291943]}",12.911935,77.761315,35.889874
2708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.79006118597202,12.911934736291943]}",12.911935,77.790061,34.33421
2709,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.79724770824498,12.911934736291943]}",12.911935,77.797248,35.101757
2710,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43792159459717,12.912833051576062]}",12.912833,77.437922,36.625664
2711,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.44959969329072,12.912833051576062]}",12.912833,77.4496,32.950867
2712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48193904351903,12.912833051576062]}",12.912833,77.481939,35.840805
2713,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.51517670903145,12.912833051576062]}",12.912833,77.515177,32.962658
2714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55200763568035,12.912833051576062]}",12.912833,77.552008,31.28728
2715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.57087225664687,12.912833051576062]}",12.912833,77.570872,33.90344
2716,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.58794024704514,12.912833051576062]}",12.912833,77.58794,32.71171
2717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.60231329159105,12.912833051576062]}",12.912833,77.602313,31.127369
2718,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61309307500048,12.912833051576062]}",12.912833,77.613093,31.80382
2719,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61488970556871,12.912833051576062]}",12.912833,77.61489,31.662912
2720,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62836443483052,12.912833051576062]}",12.912833,77.628364,32.529762
2721,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63914421823995,12.912833051576062]}",12.912833,77.639144,33.528496
2722,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.68226335187768,12.912833051576062]}",12.912833,77.682263,32.064533
2723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6966363964236,12.912833051576062]}",12.912833,77.696636,33.659313
2724,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7056195492648,12.912833051576062]}",12.912833,77.70562,35.478893
2725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7110094409695,12.912833051576062]}",12.912833,77.711009,33.217316
2726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71729764795835,12.912833051576062]}",12.912833,77.717298,32.95182
2727,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74963699818665,12.912833051576062]}",12.912833,77.749637,36.612537
2728,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75772183574372,12.912833051576062]}",12.912833,77.757722,35.001682
2729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7891628706879,12.912833051576062]}",12.912833,77.789163,34.030403
2730,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.79634939296086,12.912833051576062]}",12.912833,77.796349,34.585373
2731,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41546371249419,12.913731366860182]}",12.913731,77.415464,34.98238
2732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4163620277783,12.913731366860182]}",12.913731,77.416362,35.657272
2733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42983675704009,12.913731366860182]}",12.913731,77.429837,36.810406
2734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45319295442721,12.913731366860182]}",12.913731,77.453193,39.38084
2735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4711592601096,12.913731366860182]}",12.913731,77.471159,39.598793
2736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4945154574967,12.913731366860182]}",12.913731,77.494515,34.626022
2737,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50080366448555,12.913731366860182]}",12.913731,77.500804,34.165257
2738,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.51158344789498,12.913731366860182]}",12.913731,77.511583,33.45644
2739,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.51697333959969,12.913731366860182]}",12.913731,77.516973,33.12017
2740,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.52056660073617,12.913731366860182]}",12.913731,77.520567,31.708364
2741,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.52415986187265,12.913731366860182]}",12.913731,77.52416,32.5414
2742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.54751605925976,12.913731366860182]}",12.913731,77.547516,33.425167
2743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56009247323743,12.913731366860182]}",12.913731,77.560092,32.80781
2744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.58524530119277,12.913731366860182]}",12.913731,77.585245,32.32673
2745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.60141497630693,12.913731366860182]}",12.913731,77.601415,31.346506
2746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.66519536147942,12.913731366860182]}",12.913731,77.665195,31.635956
2747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67597514488885,12.913731366860182]}",12.913731,77.675975,31.983477
2748,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.68136503659356,12.913731366860182]}",12.913731,77.681365,33.518257
2749,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.68675492829828,12.913731366860182]}",12.913731,77.686755,31.346134
2750,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7289757466519,12.913731366860182]}",12.913731,77.728976,36.076534
2751,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74155216062957,12.913731366860182]}",12.913731,77.741552,35.06515
2752,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74963699818665,12.913731366860182]}",12.913731,77.749637,36.189175
2753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75951846631196,12.913731366860182]}",12.913731,77.759518,35.76305
2754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.78107803313083,12.913731366860182]}",12.913731,77.781078,35.78875
2755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41276876664183,12.914629682144302]}",12.91463,77.412769,37.38576
2756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42983675704009,12.914629682144302]}",12.91463,77.429837,32.24961
2757,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.44061654044954,12.914629682144302]}",12.91463,77.440617,39.300976
2758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49631208806494,12.914629682144302]}",12.91463,77.496312,33.524433
2759,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50888850204262,12.914629682144302]}",12.91463,77.508889,33.977066
2760,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.52775312300912,12.914629682144302]}",12.91463,77.527753,34.176037
2761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5313463841456,12.914629682144302]}",12.91463,77.531346,34.059376
2762,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55021100511212,12.914629682144302]}",12.91463,77.550211,34.100193
2763,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55290595096447,12.914629682144302]}",12.91463,77.552906,33.17864
2764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55380426624859,12.914629682144302]}",12.91463,77.553804,35.04948
2765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56638068022626,12.914629682144302]}",12.91463,77.566381,35.174156
2766,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.57177057193098,12.914629682144302]}",12.91463,77.571771,34.16311
2767,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.57805877891983,12.914629682144302]}",12.91463,77.578059,31.93506
2768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.58973687761338,12.914629682144302]}",12.91463,77.589737,31.776169
2769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.59422845403397,12.914629682144302]}",12.91463,77.594228,32.320744
2770,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.59512676931809,12.914629682144302]}",12.91463,77.595127,32.42971
2771,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61309307500048,12.914629682144302]}",12.91463,77.613093,32.509296
2772,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63375432653523,12.914629682144302]}",12.91463,77.633754,31.388115
2773,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6364492723876,12.914629682144302]}",12.91463,77.636449,33.921955
2774,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6418391640923,12.914629682144302]}",12.91463,77.641839,31.804647
2775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64543242522879,12.914629682144302]}",12.91463,77.645432,32.21216
2776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64902568636526,12.914629682144302]}",12.91463,77.649026,31.129478
2777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67328019903648,12.914629682144302]}",12.91463,77.67328,28.10868
2778,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.68944987415064,12.914629682144302]}",12.91463,77.68945,31.796907
2779,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69843302699184,12.914629682144302]}",12.91463,77.698433,34.354862
2780,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7056195492648,12.914629682144302]}",12.91463,77.70562,35.331894
2781,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71190775625362,12.914629682144302]}",12.91463,77.711908,33.60583
2782,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71460270210599,12.914629682144302]}",12.91463,77.714603,31.918703
2783,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75233194403901,12.914629682144302]}",12.91463,77.752332,35.048676
2784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40109066794828,12.915527997428422]}",12.915528,77.401091,33.954605
2785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.44241317101778,12.915527997428422]}",12.915528,77.442413,40.631
2786,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45588790027956,12.915527997428422]}",12.915528,77.455888,38.33278
2787,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49361714221259,12.915527997428422]}",12.915528,77.493617,31.963196
2788,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50080366448555,12.915527997428422]}",12.915528,77.500804,33.1076
2789,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5178716548838,12.915527997428422]}",12.915528,77.517872,33.846424
2790,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55560089681683,12.915527997428422]}",12.915528,77.555601,33.447895
2791,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56997394136275,12.915527997428422]}",12.915528,77.569974,32.7064
2792,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.57805877891983,12.915527997428422]}",12.915528,77.578059,31.623388
2793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.59512676931809,12.915527997428422]}",12.915528,77.595127,32.792812
2794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.60410992215928,12.915527997428422]}",12.915528,77.60411,31.912058
2795,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61039812914812,12.915527997428422]}",12.915528,77.610398,32.26818
2796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61938128198932,12.915527997428422]}",12.915528,77.619381,31.92101
2797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65172063221762,12.915527997428422]}",12.915528,77.651721,32.264484
2798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65711052392234,12.915527997428422]}",12.915528,77.657111,29.194555
2799,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65890715449058,12.915527997428422]}",12.915528,77.658907,30.04951
2800,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7334673230725,12.915527997428422]}",12.915528,77.733467,36.307877
2801,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75233194403901,12.915527997428422]}",12.915528,77.752332,36.09856
2802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77029824972139,12.915527997428422]}",12.915528,77.770298,35.69972
2803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.79006118597202,12.915527997428422]}",12.915528,77.790061,35.027992
2804,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.79185781654027,12.915527997428422]}",12.915528,77.791858,36.179916
2805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41187045135771,12.91642631271254]}",12.916426,77.41187,38.63388
2806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43971822516541,12.91642631271254]}",12.916426,77.439718,38.660202
2807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4433114863019,12.91642631271254]}",12.916426,77.443311,38.594025
2808,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.466667683689,12.91642631271254]}",12.916426,77.466668,38.011147
2809,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47475252124607,12.91642631271254]}",12.916426,77.474753,34.779324
2810,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47654915181431,12.91642631271254]}",12.916426,77.476549,34.537148
2811,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50260029505378,12.91642631271254]}",12.916426,77.5026,34.860325
2812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50619355619025,12.91642631271254]}",12.916426,77.506194,33.576862
2813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50709187147437,12.91642631271254]}",12.916426,77.507092,33.99996
2814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.53673627585032,12.91642631271254]}",12.916426,77.536736,36.001957
2815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55739752738508,12.91642631271254]}",12.916426,77.557398,33.548332
2816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56188910380567,12.91642631271254]}",12.916426,77.561889,33.26474
2817,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5906351928975,12.91642631271254]}",12.916426,77.590635,32.27793
2818,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.59422845403397,12.91642631271254]}",12.916426,77.594228,32.564793
2819,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.60141497630693,12.91642631271254]}",12.916426,77.601415,31.966215
2820,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61578802085285,12.91642631271254]}",12.916426,77.615788,32.944763
2821,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62926275011463,12.91642631271254]}",12.916426,77.629263,32.296425
2822,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.66789030733177,12.91642631271254]}",12.916426,77.66789,32.51049
2823,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67687346017297,12.91642631271254]}",12.916426,77.676873,32.189327
2824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70112797284419,12.91642631271254]}",12.916426,77.701128,36.42191
2825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71280607153774,12.91642631271254]}",12.916426,77.712806,33.003117
2826,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71909427852658,12.91642631271254]}",12.916426,77.719094,33.203175
2827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73167069250425,12.91642631271254]}",12.916426,77.731671,36.409576
2828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75412857460725,12.91642631271254]}",12.916426,77.754129,35.338364
2829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7837729789832,12.91642631271254]}",12.916426,77.783773,35.53406
2830,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40288729851652,12.91732462799666]}",12.917325,77.402887,34.569
2831,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47834578238255,12.91732462799666]}",12.917325,77.478346,34.95226
2832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48193904351903,12.91732462799666]}",12.917325,77.481939,33.181705
2833,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49721040334906,12.91732462799666]}",12.917325,77.49721,35.44633
2834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.52595649244088,12.91732462799666]}",12.917325,77.525956,32.180866
2835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.54841437454388,12.91732462799666]}",12.917325,77.548414,32.832127
2836,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62477117369403,12.91732462799666]}",12.917325,77.624771,33.202496
2837,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65711052392234,12.91732462799666]}",12.917325,77.657111,29.45036
2838,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67148356846825,12.91732462799666]}",12.917325,77.671484,33.158672
2839,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67328019903648,12.91732462799666]}",12.917325,77.67328,33.06642
2840,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67597514488885,12.91732462799666]}",12.917325,77.675975,32.55499
2841,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6831616671618,12.91732462799666]}",12.917325,77.683162,30.353176
2842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7244841702313,12.91732462799666]}",12.917325,77.724484,35.390495
2843,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72538248551542,12.91732462799666]}",12.917325,77.725382,36.364
2844,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73706058420898,12.91732462799666]}",12.917325,77.737061,35.174835
2845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74514542176605,12.91732462799666]}",12.917325,77.745145,34.169262
2846,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76760330386904,12.91732462799666]}",12.917325,77.767603,36.839645
2847,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77029824972139,12.91732462799666]}",12.917325,77.770298,36.077175
2848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.78736624011967,12.91732462799666]}",12.917325,77.787366,31.082558
2849,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41276876664183,12.91822294328078]}",12.918223,77.412769,37.258488
2850,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45049800857485,12.91822294328078]}",12.918223,77.450498,38.051617
2851,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.46846431425723,12.91822294328078]}",12.918223,77.468464,38.901768
2852,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5313463841456,12.91822294328078]}",12.918223,77.531346,35.680843
2853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56458404965802,12.91822294328078]}",12.918223,77.564584,32.579865
2854,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.57895709420394,12.91822294328078]}",12.918223,77.578957,31.592619
2855,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.58255035534042,12.91822294328078]}",12.918223,77.58255,32.313892
2856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.60770318329577,12.91822294328078]}",12.918223,77.607703,31.849041
2857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61219475971636,12.91822294328078]}",12.918223,77.612195,32.293453
2858,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64633074051291,12.91822294328078]}",12.918223,77.646331,31.883656
