Longitude,Latitude
77.43343001817658,12.800543641061122
77.44959969329072,12.800543641061122
77.45139632385897,12.800543641061122
77.48193904351903,12.800543641061122
77.49092219636023,12.800543641061122
77.5313463841456,12.800543641061122
77.53763459113445,12.800543641061122
77.54122785227092,12.800543641061122
77.54751605925976,12.800543641061122
77.57895709420394,12.800543641061122
77.59782171517045,12.800543641061122
77.62387285840991,12.800543641061122
77.64722905579703,12.800543641061122
77.65711052392234,12.800543641061122
77.68585661301417,12.800543641061122
77.68944987415064,12.800543641061122
77.70022965756007,12.800543641061122
77.70382291869656,12.800543641061122
77.71370438682187,12.800543641061122
77.72538248551542,12.800543641061122
77.74155216062957,12.800543641061122
77.76311172744845,12.800543641061122
77.76490835801668,12.800543641061122
77.7658066733008,12.800543641061122
77.40288729851652,12.801441956345242
77.46756599897311,12.801441956345242
77.47924409766668,12.801441956345242
77.53044806886149,12.801441956345242
77.54571942869151,12.801441956345242
77.57446551778334,12.801441956345242
77.61938128198932,12.801441956345242
77.6274661195464,12.801441956345242
77.65351726278585,12.801441956345242
77.65711052392234,12.801441956345242
77.66699199204766,12.801441956345242
77.69304313528711,12.801441956345242
77.70651786454891,12.801441956345242
77.71639933267423,12.801441956345242
77.74873868290253,12.801441956345242
77.7568235204596,12.801441956345242
77.76850161915316,12.801441956345242
77.79634939296086,12.801441956345242
77.40109066794828,12.802340271629362
77.4019889832324,12.802340271629362
77.47026094482548,12.802340271629362
77.49271882692847,12.802340271629362
77.52415986187265,12.802340271629362
77.53943122170269,12.802340271629362
77.56188910380567,12.802340271629362
77.56548236494214,12.802340271629362
77.59243182346573,12.802340271629362
77.62656780426228,12.802340271629362
77.63555095710348,12.802340271629362
77.64004253352407,12.802340271629362
77.64363579466054,12.802340271629362
77.67777177545709,12.802340271629362
77.69034818943476,12.802340271629362
77.69573808113948,12.802340271629362
77.70741617983303,12.802340271629362
77.7244841702313,12.802340271629362
77.73167069250425,12.802340271629362
77.7334673230725,12.802340271629362
77.73616226892486,12.802340271629362
77.74784036761841,12.802340271629362
77.74873868290253,12.802340271629362
77.77568814142612,12.802340271629362
77.78107803313083,12.802340271629362
77.42714181118774,12.80323858691348
77.4343283334607,12.80323858691348
77.44780306272249,12.80323858691348
77.4576845308478,12.80323858691348
77.489125565792,12.80323858691348
77.52595649244088,12.80323858691348
77.52775312300912,12.80323858691348
77.57446551778334,12.80323858691348
77.57985540948806,12.80323858691348
77.60321160687516,12.80323858691348
77.61039812914812,12.80323858691348
77.63375432653523,12.80323858691348
77.63555095710348,12.80323858691348
77.64363579466054,12.80323858691348
77.64633074051291,12.80323858691348
77.66250041562705,12.80323858691348
77.66789030733177,12.80323858691348
77.68855155886652,12.80323858691348
77.71370438682187,12.80323858691348
77.72089090909482,12.80323858691348
77.73526395364074,12.80323858691348
77.76490835801668,12.80323858691348
77.41905697363066,12.8041369021976
77.45498958499545,12.8041369021976
77.46756599897311,12.8041369021976
77.4711592601096,12.8041369021976
77.48643061993963,12.8041369021976
77.48822725050786,12.8041369021976
77.50260029505378,12.8041369021976
77.51697333959969,12.8041369021976
77.52326154658853,12.8041369021976
77.55919415795331,12.8041369021976
77.56997394136275,12.8041369021976
77.5906351928975,12.8041369021976
77.59872003045457,12.8041369021976
77.609499813864,12.8041369021976
77.65261894750174,12.8041369021976
77.69394145057124,12.8041369021976
77.70292460341243,12.8041369021976
77.7056195492648,12.8041369021976
77.72178922437894,12.8041369021976
77.79185781654027,12.8041369021976
77.43343001817658,12.80503521748172
77.45858284613192,12.80503521748172
77.46487105312076,12.80503521748172
77.47744746709843,12.80503521748172
77.49271882692847,12.80503521748172
77.53673627585032,12.80503521748172
77.54302448283916,12.80503521748172
77.55021100511212,12.80503521748172
77.55739752738508,12.80503521748172
77.57536383306746,12.80503521748172
77.609499813864,12.80503521748172
77.6274661195464,12.80503521748172
77.62836443483052,12.80503521748172
77.64722905579703,12.80503521748172
77.65351726278585,12.80503521748172
77.68405998244593,12.80503521748172
77.69304313528711,12.80503521748172
77.70112797284419,12.80503521748172
77.73167069250425,12.80503521748172
77.74155216062957,12.80503521748172
77.75053531347076,12.80503521748172
77.75143362875488,12.80503521748172
77.7801797178467,12.80503521748172
77.78467129426731,12.80503521748172
77.79455276239263,12.80503521748172
77.4253451806195,12.80593353276584
77.42893844175597,12.80593353276584
77.43792159459717,12.80593353276584
77.46127779198429,12.80593353276584
77.4801424129508,12.80593353276584
77.48193904351903,12.80593353276584
77.48373567408727,12.80593353276584
77.50978681732674,12.80593353276584
77.56727899551039,12.80593353276584
77.67417851432062,12.80593353276584
77.69124650471888,12.80593353276584
77.70112797284419,12.80593353276584
77.72268753966306,12.80593353276584
77.72807743136778,12.80593353276584
77.75143362875488,12.80593353276584
77.76401004273256,12.80593353276584
77.76939993443727,12.80593353276584
77.7801797178467,12.80593353276584
77.41187045135771,12.806831848049958
77.41726034306242,12.806831848049958
77.44510811687013,12.806831848049958
77.46756599897311,12.806831848049958
77.49900703391731,12.806831848049958
77.50709187147437,12.806831848049958
77.5124817631791,12.806831848049958
77.5178716548838,12.806831848049958
77.53853290641857,12.806831848049958
77.5448211134074,12.806831848049958
77.5636857343739,12.806831848049958
77.5816520400563,12.806831848049958
77.58704193176102,12.806831848049958
77.5906351928975,12.806831848049958
77.59243182346573,12.806831848049958
77.62477117369403,12.806831848049958
77.67148356846825,12.806831848049958
77.70382291869656,12.806831848049958
77.71370438682187,12.806831848049958
77.71909427852658,12.806831848049958
77.72987406193602,12.806831848049958
77.73526395364074,12.806831848049958
77.76401004273256,12.806831848049958
77.78467129426731,12.806831848049958
77.41815865834654,12.807730163334078
77.44600643215425,12.807730163334078
77.45858284613192,12.807730163334078
77.47385420596196,12.807730163334078
77.4801424129508,12.807730163334078
77.48193904351903,12.807730163334078
77.48822725050786,12.807730163334078
77.50439692562202,12.807730163334078
77.50619355619025,12.807730163334078
77.54302448283916,12.807730163334078
77.5448211134074,12.807730163334078
77.549312689828,12.807730163334078
77.55560089681683,12.807730163334078
77.6050082374434,12.807730163334078
77.6418391640923,12.807730163334078
77.65261894750174,12.807730163334078
77.65351726278585,12.807730163334078
77.65621220863822,12.807730163334078
77.65711052392234,12.807730163334078
77.6642970461953,12.807730163334078
77.67956840602533,12.807730163334078
77.70112797284419,12.807730163334078
77.70382291869656,12.807730163334078
77.70651786454891,12.807730163334078
77.72089090909482,12.807730163334078
77.74155216062957,12.807730163334078
77.75412857460725,12.807730163334078
77.41546371249419,12.808628478618198
77.4163620277783,12.808628478618198
77.41726034306242,12.808628478618198
77.45678621556368,12.808628478618198
77.46487105312076,12.808628478618198
77.47295589067784,12.808628478618198
77.47744746709843,12.808628478618198
77.49990534920143,12.808628478618198
77.50260029505378,12.808628478618198
77.50799018675849,12.808628478618198
77.5313463841456,12.808628478618198
77.5403295369868,12.808628478618198
77.59422845403397,12.808628478618198
77.59872003045457,12.808628478618198
77.60231329159105,12.808628478618198
77.61129644443224,12.808628478618198
77.62477117369403,12.808628478618198
77.62566948897816,12.808628478618198
77.69573808113948,12.808628478618198
77.6966363964236,12.808628478618198
77.77568814142612,12.808628478618198
77.41456539721007,12.809526793902318
77.42444686533538,12.809526793902318
77.4801424129508,12.809526793902318
77.48283735880315,12.809526793902318
77.5034986103379,12.809526793902318
77.50709187147437,12.809526793902318
77.53404132999796,12.809526793902318
77.56278741908979,12.809526793902318
77.56548236494214,12.809526793902318
77.5771604636357,12.809526793902318
77.57805877891983,12.809526793902318
77.58794024704514,12.809526793902318
77.59333013874985,12.809526793902318
77.60590655272753,12.809526793902318
77.62297454312579,12.809526793902318
77.63105938068287,12.809526793902318
77.63734758767171,12.809526793902318
77.64902568636526,12.809526793902318
77.66160210034293,12.809526793902318
77.67507682960473,12.809526793902318
77.70382291869656,12.809526793902318
77.7056195492648,12.809526793902318
77.73167069250425,12.809526793902318
77.74065384534545,12.809526793902318
77.74873868290253,12.809526793902318
77.78556960955143,12.809526793902318
77.79545107767674,12.809526793902318
77.41726034306242,12.810425109186436
77.42983675704009,12.810425109186436
77.45409126971133,12.810425109186436
77.46127779198429,12.810425109186436
77.47654915181431,12.810425109186436
77.50170197976966,12.810425109186436
77.50529524090614,12.810425109186436
77.51427839374733,12.810425109186436
77.52505817715677,12.810425109186436
77.52775312300912,12.810425109186436
77.55560089681683,12.810425109186436
77.5771604636357,12.810425109186436
77.63375432653523,12.810425109186436
77.66789030733177,12.810425109186436
77.68585661301417,12.810425109186436
77.69933134227595,12.810425109186436
77.70831449511715,12.810425109186436
77.71460270210599,12.810425109186436
77.72178922437894,12.810425109186436
77.72987406193602,12.810425109186436
77.40558224436887,12.811323424470556
77.41726034306242,12.811323424470556
77.43253170289246,12.811323424470556
77.49361714221259,12.811323424470556
77.4945154574967,12.811323424470556
77.50080366448555,12.811323424470556
77.52415986187265,12.811323424470556
77.526854807725,12.811323424470556
77.52954975357737,12.811323424470556
77.53943122170269,12.811323424470556
77.54212616755504,12.811323424470556
77.55110932039624,12.811323424470556
77.57446551778334,12.811323424470556
77.59333013874985,12.811323424470556
77.60051666102281,12.811323424470556
77.60321160687516,12.811323424470556
77.62207622784167,12.811323424470556
77.63734758767171,12.811323424470556
77.64363579466054,12.811323424470556
77.64902568636526,12.811323424470556
77.65800883920646,12.811323424470556
77.65890715449058,12.811323424470556
77.70741617983303,12.811323424470556
77.7110094409695,12.811323424470556
77.71280607153774,12.811323424470556
77.73706058420898,12.811323424470556
77.73885721477721,12.811323424470556
77.7568235204596,12.811323424470556
77.79275613182439,12.811323424470556
77.79634939296086,12.811323424470556
77.42893844175597,12.812221739754676
77.47565083653019,12.812221739754676
77.51607502431557,12.812221739754676
77.55380426624859,12.812221739754676
77.55649921210095,12.812221739754676
77.5816520400563,12.812221739754676
77.59872003045457,12.812221739754676
77.61938128198932,12.812221739754676
